Acc X,Acc Y,Acc Z,gyro_x,gyro_y,gyro_z,label
-0.068500996,-0.1338749,-0.03384322,-0.053409982,-0.013724105,0.013846278,0
0.15402079,0.20352077,1.4167442,0.02172644,-0.084584475,-0.009977466,0
0.7506855,-0.2720747,-0.9040707,0.027224228,-0.078475825,0.09142617,0
0.38148782,-0.1994791,-0.05475101,0.06693047,-0.016778432,-0.003868815,0
0.83853817,0.55496883,0.16803893,-0.08334238,-0.047932558,0.005905032,0
-0.05677235,0.6164551,-0.060435474,-0.047301333,0.003380121,0.010181088,0
0.07665464,0.51379204,-0.06914896,0.04371759,0.008267043,0.002850704,0
0.20020434,0.49835205,0.32719898,0.022337306,0.021095213,-0.02097304,0
-0.09600085,0.32653713,-0.5297674,0.04371759,-0.005171993,0.00712676,0
0.083458036,-0.12972641,0.17200375,0.0400524,0.0125431,-0.006312273,0
0.25539726,0.39161873,0.28465867,-0.038749218,0.006434447,0.004072435,0
-0.3101559,0.11116505,0.8433026,0.019893846,-0.018000163,0.019954931,0
0.031125009,0.38199234,0.5060697,0.03638721,-0.016778432,0.005294167,0
0.23976603,0.010660172,-0.4034651,0.015617789,-0.010058914,0.010791954,0
0.35993046,0.21360111,0.6396657,-0.02836451,-0.007004588,0.004683301,0
0.21689585,0.3726921,0.057063952,0.00523308,-0.015556702,0.015678875,0
-0.2553907,-0.017567635,-0.24847618,-0.019201532,0.022316944,-0.027081693,0
0.99516094,0.02801323,0.85310614,-0.06623815,-0.025330545,0.04255695,0
0.09919959,-0.24751759,-0.07923661,-0.11022045,-0.03632612,0.029728778,0
-0.023065895,0.016040802,-0.1491168,-0.078455456,-0.032050062,0.017511472,0
-0.029303998,0.024905205,-0.8350772,-0.03997095,-0.005171993,0.023009256,0
-0.45841098,0.21872616,-0.6872218,-0.008816821,0.010099638,-0.01730785,0
-0.21089928,0.40770817,-0.73746794,-0.019812394,-0.005171993,-0.005090542,0
-0.22850494,0.65848255,0.68240714,-0.018590666,-0.013724105,0.002850704,0
-0.10522199,0.39763355,-0.26109073,0.026613362,9.37E-04,0.004072435,0
-0.18852432,0.09023857,-0.5349568,-2.65E-04,0.008267043,-0.024027366,0
0.23198602,0.71213436,0.029490888,0.049826242,0.002769256,0.007737625,0
0.2641237,0.46511364,0.26995444,-0.045468736,-0.002117666,0.010791954,0
0.2199265,0.43661213,0.031523257,-0.008816821,-2.85E-04,-0.00814487,0
-0.32431102,0.13946438,0.047087327,0.025391633,3.26E-04,0.001628973,0
-0.030770063,0.37284946,0.72371876,0.015006924,-0.016167566,0.004683301,0
0.16897783,0.2336607,0.10777825,-0.002097303,0.004601852,-0.003257949,0
-0.13566181,-0.45367718,-0.087289006,-0.015536339,0.06996443,-0.060068414,0
-0.5190523,-0.05308914,-0.3850322,0.002178754,0.017430022,-0.02097304,0
0.12000233,0.0383749,-0.11134207,0.046771914,-0.006393723,0.002850704,0
0.37422463,0.1118536,0.42311904,-0.02592105,-0.030828334,0.019344065,0
-0.09103897,0.18900394,0.6423873,0.01806125,-0.035715256,0.01628974,0
-0.082398504,-0.26002407,-0.41443068,-0.028975375,0.002769256,-8.14E-04,0
0.21049967,0.1790371,-0.21662208,-0.040581815,0.014986561,-0.020362174,0
2.6869535,-0.6823921,1.0060387,-0.022866722,0.07118616,0.17511469,0
1.4372487,-0.9176645,0.837555,-0.046690468,-0.017389297,-0.017918713,0
-0.2569529,0.4628029,0.48850134,-0.065627284,-0.06931284,0.08959357,0
0.27618015,0.41086292,-0.4351602,-0.027753644,-0.055262942,0.046833,0
-0.43071288,0.41470432,-1.065304,0.002178754,0.019873483,-0.007534005,0
-0.14641105,0.54687595,-1.1249621,-0.017368935,-0.025330545,-2.04E-04,0
0.1905654,0.49166775,-0.31658643,0.014396058,0.031479925,-0.039909862,0
-0.3076248,0.23784542,-0.8455255,0.015006924,-0.02349795,0.005294167,0
-0.002236188,-0.037659645,-0.8949417,0.03333288,0.02292781,-0.012420926,0
0.094668806,0.35736084,1.0480933,0.09075422,0.008267043,-2.04E-04,0
0.5131656,0.2576542,0.15773383,0.030889422,0.015597426,-0.008755736,0
-0.034479678,0.24066257,0.65709317,0.03699807,0.008267043,-0.00814487,0
0.19256568,0.2660036,0.09315525,-0.012482013,-0.025941411,4.07E-04,0
0.25359628,0.1786604,-0.05247718,0.044328455,-0.01311324,0.018122334,0
0.17507339,0.08167839,0.2501847,-0.003319033,0.008267043,-0.002036218,0
-0.20836781,-0.110860825,-0.24666646,-0.011260281,-0.007004588,-0.011199197,0
0.13887778,0.06393623,-0.44992697,-0.02836451,-0.027774006,0.001018107,0
0.17902708,0.2866726,0.4208172,-0.025310185,0.022316944,-0.022194771,0
-0.25581193,0.34508324,-0.059337735,-2.65E-04,-0.034493525,0.016900606,0
0.30429137,0.23855972,0.7041145,0.010730867,0.018040888,-0.016696984,0
0.002552122,0.45019245,0.28767598,0.04127413,0.002769256,0.012624547,0
0.17090684,-0.05319214,-0.6644389,-0.00637336,0.018040888,-0.028914288,0
-0.2187975,-0.20895958,-0.529654,0.027835093,0.01376483,-0.002036218,0
0.0786784,0.34960365,-0.07200256,-0.0179798,0.010710504,4.07E-04,0
-0.37240762,-0.09991169,-0.28951195,-0.013703742,-0.008226318,-0.002036218,0
0.22603595,-0.20965672,-0.9122032,0.018672116,0.007045313,0.004072435,0
0.30752277,0.22572803,0.52806294,0.007676541,0.015597426,-0.022805637,0
-0.08279523,0.19590664,-0.37831894,-0.00637336,-0.013724105,0.008959357,0
0.30843753,-0.003602982,-0.3531506,-0.004540765,0.003380121,-0.016086118,0
-0.23870295,0.19325161,0.37065703,-0.007595091,0.003990986,0.01628974,0
0.18943095,0.20858288,0.3696546,-0.010649418,0.011932234,-0.005701408,0
-0.17200652,0.30761242,0.114511356,0.044328455,-0.007615454,0.014457144,0
0.18034929,0.5370865,0.37733752,0.061432682,0.025982136,-0.01730785,0
-0.30731502,0.2678938,0.59055126,0.03638721,-0.012502376,0.025452718,0
-0.4135578,0.74351215,-1.1366554,0.104193255,0.03331252,-0.05029457,0
1.155187,-1.2701511,-0.77242935,-0.058296908,-0.07053457,0.069435015,0
0.035522312,0.23853683,-0.20318621,-0.057075176,0.12372057,-0.12604186,0
1.7717408,-1.1612349,-0.883582,0.027224228,-0.02349795,-0.003868815,0
-1.8764416,0.9207382,-0.61749476,0.030889422,-0.044878233,0.010791954,0
0.8666458,-1.0466394,-2.1309454,0.0980846,0.06324492,-0.08205956,0
0.12823284,-0.15108585,-2.0418396,-0.014925473,-0.07114544,0.08165232,0
0.009335756,0.66491985,0.33379355,0.043106724,-0.008226318,-0.011810061,0
0.95309913,0.15045357,0.07271916,-0.013092878,-0.0577064,0.038891755,0
-0.6886053,0.27525902,0.47014502,0.04493932,0.019262617,-0.051516302,0
0.17839095,5.11E-04,-0.4000433,0.049215376,-0.043045636,-0.006312273,0
0.002502501,0.038229942,-0.14854103,0.057156626,-0.025330545,-0.019140445,0
0.19378236,-0.034724236,-0.3258564,0.022337306,-0.038158715,-0.008755736,0
-0.10702458,-0.020804405,0.521224,-0.03997095,-0.03754785,0.013235413,0
-0.36480665,0.16652012,-1.1970019,0.065097876,-0.03388266,-0.01975131,0
0.42879868,-0.339406,-0.25689387,-0.043025274,-0.04671083,0.027285315,0
0.5137588,0.32425976,-0.36895895,-0.07662286,-0.05343035,-0.016086118,0
0.74408257,0.44553566,0.066419184,-0.06929248,-0.09374745,0.05110906,0
0.24795261,0.5314245,-1.1241379,0.114577964,-0.066869386,-0.016086118,0
0.08670053,0.29996395,0.52374744,0.02966769,-0.077254094,0.002850704,0
0.05935499,0.9283714,-1.4017262,-0.0179798,-0.07603236,0.014457144,0
0.601338,0.65025234,-0.8960042,0.13351478,-0.080308415,0.011402819,0
0.010955215,0.69736576,-0.0927887,0.08342383,-0.05037602,-0.039298996,0
0.16570094,0.3484316,-0.62518716,0.01928298,-0.05709554,-0.034412075,0
0.16751695,0.56324196,0.40453124,0.12129748,-0.10107783,-0.009366602,0
-0.9212137,0.2918558,-0.27595276,0.13717997,-0.03999131,-0.10466158,0
0.16986904,-0.13806915,0.037291884,0.057156626,-0.056484673,0.001018107,0
0.13191241,-0.2491169,0.13783848,-8.76E-04,-0.044878233,-0.03380121,0
-0.14253986,-0.059679985,0.6219477,0.015617789,-0.06381506,0.013235413,0
-0.25630683,-0.30889225,-1.2227801,0.013785193,-0.044878233,0.013846278,0
1.6062768,-0.03693199,2.2335489,-0.22750658,-0.09863438,0.08043059,0
-2.049965,-0.5750761,-1.9077339,-0.26232588,-0.14689273,0.121358566,1
-0.19369423,0.66847515,-1.8006642,0.10480412,0.068131834,-0.16513723,1
0.3743561,1.6133137,-2.5071158,-0.2042937,-0.22019655,0.2209296,1
-2.1224718,-0.18945217,-6.0990243,-0.46757662,-0.027774006,-0.051516302,1
-1.4193065,3.5790758,-5.1423798,-0.5243871,9.37E-04,0.087150104,1
-2.291411,2.539795,-3.370381,0.6551937,0.120055385,-0.09427687,1
0.05437374,2.0105581,-0.14475334,0.5507357,0.0669101,-0.1413135,1
-1.9965062,0.82431984,-5.3761787,0.38396955,-0.059538998,-0.20606521,1
0.11707476,-1.5123501,8.410082,0.95451766,0.051638477,-0.1498656,1
0.5163642,-4.791968,6.8298974,0.3491502,0.10111856,-0.22072598,1
-0.8706962,-4.544372,8.089055,-0.32646674,0.07118616,0.03522656,1
-1.781294,-2.2723303,6.0554495,-0.6318994,0.031479925,0.06576982,1
-2.0485656,-0.07038593,2.139461,-0.45658106,-0.04671083,0.16778433,1
-1.2102484,0.047377586,1.4541788,-0.40038145,0.006434447,0.086539246,1
-1.3458135,1.4091282,-0.914291,-0.20001765,0.06446664,-0.043575056,1
-1.3468707,1.7174492,-1.3523942,-0.028975375,0.09317731,-0.12237667,1
-0.6794827,1.5364723,-0.9366736,0.010730867,0.066299245,-0.093666,1
-0.6640378,1.244627,-0.9750042,0.11518883,0.0669101,-0.08022697,1
0.38948637,0.6208401,0.24225864,0.14145604,0.03697771,-0.062511876,1
0.793174,-0.4619465,0.46428397,0.053491432,0.014375695,-0.030746885,1
0.9293397,-0.23779011,1.2727795,0.04860451,0.007656178,-0.025859963,1
0.28369614,-0.2868185,0.47709554,0.012563462,9.37E-04,-8.14E-04,1
0.2847131,-0.3095932,1.1216643,-0.038749218,-0.010058914,0.00346157,1
0.45962372,-1.1938496,1.9354146,-0.16275486,-0.016167566,0.019344065,1
0.18080513,0.1531496,-2.0726638,-0.3374623,-0.022276219,0.07004588,1
-0.017935902,1.8272114,-5.102045,-0.5879171,-0.026552275,0.08470664,1
0.3381281,-0.92197704,0.7964578,-0.36006433,-0.07481063,0.07248934,1
-0.29183438,2.8181791,-6.4391537,-0.08700757,0.041253768,-0.03624467,1
-0.83071554,3.0431967,-4.8519735,0.039441533,0.05835799,-0.04662938,1
-0.4596022,2.0568333,-1.7073002,0.322883,0.085236065,-0.08816822,1
-0.61355937,2.1732397,-3.2597458,0.3210504,0.047362417,-0.09488773,1
0.7830882,0.90466213,-0.829533,0.22880976,0.085236065,-0.115046285,1
0.94900477,-0.7036991,0.2851976,0.18666007,-0.005782858,-0.057624955,1
0.7957696,-0.8857908,0.80262864,0.003400484,-0.039380446,0.005294167,1
0.68837976,-1.0520163,1.4294488,-0.025310185,-0.06625852,0.005294167,1
-0.3158478,0.26328087,-0.6034405,-0.16947438,-0.02349795,0.07187848,1
0.1356066,-0.369462,1.2540327,-0.16336572,-0.05404121,0.033393964,1
-0.59159476,1.0399389,-1.4174639,-0.13465506,-0.029606603,0.014457144,1
-0.43331945,0.069374084,-0.29899463,-0.074179396,-0.014945837,-0.013031792,1
0.23276216,1.9235992,-2.5428655,0.13717997,-0.02349795,-0.019140445,1
-1.0409409,0.30192757,-0.71491826,0.117632285,0.05102761,-0.059457548,1
0.9144094,0.54854107,-1.1923814,0.094419405,-0.062593326,0.012624547,1
0.39158276,-0.22759819,-1.4570285,-0.02958624,-0.020443624,-0.02097304,1
0.5102954,-0.10966873,-0.1501472,-0.1322116,-0.007004588,0.02239839,1
-0.012170792,-0.46080208,0.8175528,-0.09189449,0.021095213,-0.020362174,1
-0.97329867,-0.06516552,-0.08741164,-0.09250536,0.015597426,-0.01730785,1
-0.26538858,1.4089718,0.23761201,0.009509136,0.036366843,-0.02097304,1
-0.77617764,-0.4218998,0.22340202,-0.006984226,-0.016167566,0.0327831,1
-0.42648914,1.049284,-1.6589177,0.058378354,0.022316944,-0.04907284,1
-0.007946285,1.1186256,-2.0849187,0.022948172,-0.047321696,0.012624547,1
0.96844184,1.2772074,-1.6713204,0.10969104,0.021706078,-0.11687888,1
-0.6503712,-0.96358204,-0.5470114,0.012563462,0.13593787,-0.0954986,1
0.40339938,1.094182,2.2118988,0.05165884,0.14815518,-0.12237667,1
-0.43815905,0.5123949,0.08247471,0.068152204,0.2165721,-0.08633562,1
0.08423889,-0.24206829,0.61329556,-0.039360084,0.095620774,-0.0533489,1
-0.62591845,0.6367264,-0.9361751,-0.09250536,0.115779325,0.027285315,1
-0.3345596,0.602952,-0.12745214,-0.043025274,0.09378818,0.109752126,1
-0.261406,0.32347298,0.33065605,-0.20551543,0.13044009,-0.013642658,1
-0.85551476,1.8332615,-2.469263,0.14573209,0.0687427,-0.00447968,1
-0.28958303,1.1977606,0.9826059,-0.053409982,0.10050769,-0.034412075,1
0.81935567,-0.22285652,0.58794373,0.065097876,0.18175277,-0.074118316,1
-0.19648498,0.27446175,0.7178005,-0.002097303,0.17930931,-0.020362174,1
-0.17689517,-0.09498501,-0.9571762,-8.76E-04,0.16648114,-0.044185918,1
0.7800729,-0.47483444,-0.15245849,-0.005762494,0.09378818,-0.024027366,1
-0.3441397,-0.2574234,-0.56557643,0.061432682,0.01376483,0.018122334,1
-0.46598193,0.74330044,0.982545,-0.06440555,0.07607309,-0.010588331,1
-0.35823995,0.7688122,-0.6330226,-0.006984226,0.04980588,-0.042353325,1
-0.7747475,0.042336464,0.26946518,0.072428256,0.003380121,0.086539246,1
-0.14982037,-1.1280441,1.1975257,0.080980375,0.03331252,0.020565797,1
1.5543634,-0.3979025,0.20462826,0.035165478,-0.016778432,0.053552523,1
2.8119705,-1.5007181,-1.2411206,-0.21712187,-0.15055794,0.20138192,1
1.6968918,-0.3370819,-0.13582945,-0.2867605,-0.07786496,0.14823663,1
-0.39150435,0.72734547,0.6583102,-0.24949771,-0.03510439,0.08287405,1
1.3381073,0.2317915,0.9673042,-0.06379469,9.37E-04,-0.030136019,1
1.5958699,0.003913879,-0.87601244,-0.13587679,-0.09924524,0.08776098,1
2.90717,1.09968,2.9882722,-0.017368935,-0.08091928,0.11463905,1
0.2839681,0.42364788,-1.7391608,0.0400524,-0.06625852,0.14029539,1
-0.666749,0.09620857,-1.1397322,0.08525643,0.0125431,0.055385113,1
-0.5785349,0.12611294,-1.89576,0.10846931,0.12372057,-0.14742213,1
0.19522977,0.3960247,0.4663304,0.17138843,0.021706078,-0.15475252,1
-0.018489689,0.32680798,2.8948681,0.002178754,0.014375695,-0.05029457,1
0.8426039,-0.52107906,1.6283307,-0.038749218,-0.003950262,0.016900606,1
2.1784487,-2.0245438,2.6829805,-0.21406753,-0.078475825,0.096923955,1
1.596317,-0.78232574,2.2039328,-0.049133927,-0.09374745,0.054774247,1
-0.35097954,-0.044672012,-0.2273562,-0.02592105,-0.019832758,0.037059158,1
-0.52841705,0.66270256,0.16398823,-0.038749218,0.024149539,0.010791954,1
-0.31637794,0.53934383,-0.34949493,0.07181739,0.04614069,-0.036855537,1
0.17630069,0.31418133,-1.2868459,0.17444275,-0.007004588,-0.009977466,1
-2.0166292,1.0967903,0.5243401,0.08953249,-0.02471968,0.015678875,1
-0.26043528,0.58801174,-0.24916649,0.1121345,0.02903646,0.060272038,1
0.09810259,0.05910778,-0.43620527,0.106025845,0.018651752,0.035837427,1
2.0704188,-0.5904989,1.0437257,0.10358239,0.031479925,-0.01730785,1
0.58071506,-0.8126488,1.0068016,0.04860451,-0.032050062,0.1048652,1
0.7885174,-0.85786915,0.7460569,-0.15970053,-0.027774006,0.13540846,1
2.29599,-0.9314461,2.6947682,-0.14748323,-0.056484673,0.08470664,1
-0.53105193,0.62607765,0.8465823,0.004622215,-0.025330545,-0.036855537,1
-1.4230112,0.2828331,0.99064016,-0.042414412,-2.85E-04,0.023009256,1
-0.06258285,-0.06832123,1.5456214,-0.047301333,-0.02105449,0.03950262,1
-0.8186498,1.0279121,1.700428,0.016228653,0.045529824,-0.06800966,1
-2.4393446,0.9395304,0.4188076,0.08220211,0.003380121,-0.10343985,1
-2.8472185,0.85271263,-0.3347358,0.06998479,0.033923384,-0.07350745,1
-1.1703937,0.6800957,0.94754565,0.1665015,0.02292781,-0.06495534,1
-2.4808426,-0.22515583,5.4371066,-0.062572956,0.035755977,-0.13215052,1
-3.6770275,1.3274183,6.142731,0.13962343,0.092566445,-0.16208291,1
-5.5230317,0.40227318,7.5902123,0.36258924,0.22756767,-0.26898432,1
-4.4419985,-1.1690207,2.118069,0.11274537,0.0546928,-0.024027366,1
-6.051202,-3.5864415,3.3069723,-0.32524502,0.26544133,-0.04907284,1
-3.210821,-1.8374171,8.913069,-0.29348,0.13715962,0.09509135,1
-1.6666651,1.1472902,0.88032037,-0.5219436,0.09500991,-0.21583906,1
-3.9395912,1.4509802,-1.8552556,-0.25621724,0.1286075,-0.15597427,1
-0.94664574,1.3203602,-2.3382735,0.13717997,0.102951154,-0.026470827,1
-0.86616504,1.69975,0.8997692,0.20681861,0.16770288,-0.06495534,1
1.41919,-0.96975136,1.4099334,0.3686979,0.11822279,-0.08389216,1
1.384794,-0.59221363,1.4541051,0.003400484,0.021706078,-0.11810061,1
-1.8142525,-0.044104576,0.8198095,0.03211115,0.018651752,-0.077172644,1
-0.2374936,-2.6725073,7.2009664,0.05532403,-0.005171993,0.053552523,1
0.23946077,-1.766159,3.3258572,-0.39182934,-0.050986886,0.1592322,1
0.4621628,-0.7827635,0.30466098,-0.43397903,0.072407894,-0.04174246,1
-1.270773,1.1871023,-1.167891,-0.4187074,0.054081935,-0.030136019,1
-0.25844666,1.4053535,-1.4107125,-0.36311865,0.003380121,0.06882415,1
0.1790095,0.79978275,-2.059677,0.037608936,0.14143565,-0.10221812,1
0.7507665,0.4886589,-1.7916894,0.035776343,0.062023185,-0.11260283,1
-1.010367,0.3217888,-0.069266975,-0.100446604,-0.011280645,-0.00447968,1
-0.25106016,-0.68499756,1.1533991,0.06754134,0.027814731,-0.02097304,1
0.33928347,-1.4430542,1.5315216,0.23797274,0.056525398,-0.001425352,1
0.341745,-1.7211189,3.1227193,0.22147939,0.03514511,-0.009366602,1
0.828518,-1.1857624,3.1435857,-0.077233724,-0.00944805,0.019344065,1
-0.19680151,-0.5900469,1.5072551,-0.054631714,-0.00944805,0.053552523,1
-2.1340425,0.11685276,-1.8356133,-0.26293677,-0.010058914,0.10791952,1
0.45284247,0.20768261,0.08123392,-0.24338907,0.05102761,0.056606844,1
-0.46927714,0.7036114,-1.9884083,-0.16764179,0.112725,0.030339643,1
0.072066724,0.89598465,-0.9552187,-0.11022045,0.15548557,-0.06923139,1
0.6821643,1.6859188,-2.0596774,0.06693047,0.13960308,-0.07595091,1
0.6163855,-0.8718128,-1.6500024,0.01928298,0.16220507,-0.05457063,1
-0.51474285,-0.069909096,-3.874567,-0.1022792,0.08706866,0.07920886,1
0.84537446,-0.005209923,7.1290255,0.10113893,0.0687427,0.023620121,1
-1.296769,-0.5661745,3.5370262,0.17444275,0.06507751,0.036448292,1
1.1176174,-1.1610565,8.84906,0.3051679,-0.014945837,0.13785192,1
1.1667008,-1.690486,4.3943567,0.038830668,-0.24218771,0.2563598,1
-5.863544,-0.91916084,2.595376,0.47621018,-0.20064887,0.27224228,1
-3.3391902,-2.1142511,1.023558,0.66557837,0.03697771,-0.08511389,1
-4.3093,-0.13062763,4.52025,0.055934895,0.13166183,-0.32335132,1
2.6797247,-0.38799095,1.71176,0.10663671,0.24528277,-0.09794206,1
0.56586516,-1.0104485,-1.1531086,0.01928298,0.0864578,-0.046018515,1
0.42353424,-0.010323525,-0.11540216,-0.17008524,0.045529824,-0.013031792,1
-0.95377064,0.042482376,-0.13648117,-0.07967719,0.06385578,-0.007534005,1
0.026553452,0.53251934,0.5729905,0.03333288,0.11028154,-0.022805637,1
0.40681365,0.30699158,0.99704766,0.084034696,0.10050769,-0.026470827,1
0.3073259,1.5990772,0.033353403,0.16283631,0.003380121,-0.037466403,1
-1.102217,0.77385616,0.44719374,0.17932968,-0.008837184,0.06638069,1
-0.37795052,1.0132856,-1.3141565,0.11824315,0.04980588,-0.05457063,1
-0.0993015,0.42900372,-0.39692894,0.1738319,0.22817853,-0.275093,1
-0.74096465,-0.12897491,-2.315836,0.10480412,0.0546928,-0.039298996,1
2.1633263,-1.5942287,0.018086862,-0.22384138,-0.008226318,0.048665598,1
3.8684402,-1.4788189,0.84249187,-0.3166929,-0.1792686,0.19405153,1
0.7385585,-0.6575451,3.8176417,-0.30325386,-0.16094264,0.18672115,1
-2.4739084,1.534049,0.2920365,-0.32463416,-0.058317266,0.17267123,1
-2.3137903,0.8158207,1.1671494,-0.3411275,-0.016778432,0.08287405,1
1.4605238,1.6154041,0.12566169,0.13962343,0.07546222,-0.09855293,1
2.9044793,1.6491604,2.4764276,0.045550186,-0.09496918,0.0187332,1
0.8943827,-0.64507294,1.4708792,0.3039462,-0.08397361,-0.09488773,1
-2.1584363,-0.27413464,2.6534119,0.16039285,0.104172885,-0.10588331,1
1.4957265,0.8567009,1.5786932,0.28745282,0.004601852,-0.21461731,1
-0.28137714,0.86402225,-2.521205,-0.17313957,-0.035715256,-0.051516302,1
0.39958847,-1.0840607,1.8575591,-0.035084028,-0.13284284,0.059661172,1
0.149297,-0.73887634,3.0549617,-0.101668335,-0.13895148,0.06393723,1
-0.43313277,-0.5543041,1.3042852,-0.22750658,-0.065647654,-8.14E-04,1
-0.15448153,1.245431,-2.076458,-0.1566462,-0.14078408,0.021176662,1
0.6807499,0.49960995,-0.39818507,-0.104722664,-0.15055794,0.010791954,1
1.1389788,0.089245796,1.1344073,-0.054631714,-0.22264001,0.0327831,1
0.026399016,0.59254265,-1.9919021,0.012563462,-0.22202915,0.037670024,1
-0.008748651,0.30977726,-1.5972025,0.06448701,-0.1792686,-0.031968616,1
0.2558701,1.2490921,-1.5273474,-0.013092878,-0.14689273,-0.04540765,1
0.12020147,0.38757133,-1.3526958,0.057156626,-0.16399696,-0.016696984,1
0.43891943,-0.36624622,-0.6244547,0.06570874,-0.13406456,-0.027081693,1
1.396455,-0.14458847,1.4419922,0.015617789,-0.100466974,-0.07350745,1
0.37975085,0.008791924,3.108515,0.07059566,-0.1420058,-0.028303422,1
-0.20756721,0.5769701,0.9867799,-0.07234681,-0.18537724,0.0645481,1
-0.4282441,0.21074963,-0.7671119,-0.11449651,-0.20431405,0.065158956,1
-2.3282027,1.8679771,-3.201431,-0.018590666,-0.2507398,0.19588411,1
-1.405688,3.539915,-1.6869555,0.14634295,-0.1438384,-0.003257949,1
